title,overview,genres,poster_path,vote_average,genres_cleaned
Sicario: Day of the Soldado,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,"['Action', 'Crime', 'Thriller']",/qcLYofEhNh51Sk1jUWjmKHLzkqw.jpg,6.943,[]
The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",/bkkS61w94ZVMNVd8KEyyJl2tnY5.jpg,6.753,[]
The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","['Drama', 'Crime', 'Thriller']",/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,8.169,[]
Just Go with It,"While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.","['Comedy', 'Romance']",/3rz7bfGsPGcI6cfY002n9VrUgao.jpg,6.7,[]
Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.","['Drama', 'Romance']",/w3qa274gvca9t8pkUoG8nfQgTU3.jpg,6.475,[]
The Christophers,"The estranged children of a once-famous artist hire a forger to complete his unfinished works so they can be ""discovered"" and sold after his death.","['Crime', 'Comedy']",/s6oUrGMNl8hVh7fn0O8oF2rHwrM.jpg,6.833,[]
The Legend Hunters,The story follows the team as they try to raid a tomb made by master tomb raiders. It is set partially in Russia and will involve scenes at Catherine Palace in St. Petersburg.,"['Adventure', 'Action']",/1jxforJCqzJHeffLy0EUjsC1IDP.jpg,0.0,[]
Trap House,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves – their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.","['Action', 'Crime', 'Thriller']",/6tpAPeuuqbVnYWWPoOLEDLSBU7a.jpg,6.594,[]
Osiris,"Special Forces commandos on a mission are abducted mid-operation by a mysterious spacecraft. Upon waking aboard, they find themselves prey to a relentless alien race in a fight for survival.","['Science Fiction', 'Action', 'Horror']",/3YtZHtXPNG5AleisgEatEfZOT2w.jpg,6.108,[]
Playing with Love,"Laura and Fabrizio have been meeting every summer in the forest by her parent's summer home. Fabrizio is a solitary boy with only his dog for company; Laura a sweet but unconfident child. This summer new aspects enter into their story as both are growing up. Laura is falling in love with Fabrizio, while he displays a new sexual awareness of her masked by his malice. Things develop further when they meet Sylvia who, unlike the innocent Laura, is confident and assertive. Fabrizio develops a fascination with her, eventually bribing Laura to fetch her to the forest to join them in play.",['Drama'],/nu5uj47KSF73VPEiIRYdPLJ96j7.jpg,5.3,[]
Abigail,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.","['Horror', 'Thriller']",/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg,6.7,[]
Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,"['Fantasy', 'Drama', 'Romance']",/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,7.721,[]
Maze Runner: The Death Cure,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.","['Science Fiction', 'Action', 'Adventure', 'Thriller']",/drbERzlA4cuRWhsTXfFOY4mRR4f.jpg,7.081,[]
Megamind,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.","['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg,7.026,[]
The Sin Trade,"In the late 1990s, detective Chi Feng navigates a violent turf war between rival trafficking syndicates to dismantle both criminal groups and rescue a group of abducted women.","['Crime', 'Action', 'Mystery']",/8tR18t50eaZU4UI3rPJuZknroJ4.jpg,9.0,[]
The Hunger Games: Catching Fire,"After surviving the Hunger Games, Katniss and Peeta struggle with the consequences of their victory as unrest spreads across Panem. Forced back into the spotlight, they become symbols of hope and resistance while the Capitol prepares a new and deadly challenge that will change the future of the nation forever.","['Adventure', 'Action', 'Science Fiction']",/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,7.427,[]
Expend4bles,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.","['Action', 'Adventure', 'Thriller']",/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,6.069,[]
Zodiac,"Over the course of a decade, editors of the San Francisco Chronicle entice themselves in the murders of the Zodiac Killer. However, as time runs its course, interest in the case dwindles in the eyes of the professionals. The Killer stops interacting with the public. However, believing he has the answers, an amateur cartoonist from the initial sightings races against time to prevent what he believes is another murder.","['Crime', 'Mystery', 'Thriller']",/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,7.529,[]
Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,"['Action', 'Comedy', 'Fantasy']",/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,6.978,[]
Siegfried,"The tale of Siegfried, a fearless dragon slayer who wins the heart of Celtic beauty Kriemhild.",['Comedy'],/7c24IjdewTfL3W5NiRoRRYrwNun.jpg,4.396,[]
Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.","['Science Fiction', 'Mystery', 'Horror']",/qsYQflQhOuhDpQ0W2aOcwqgDAeI.jpg,6.596,[]
Desire,"In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cécile, a character who symbolizes desire.","['Drama', 'Romance']",/wxvvNXY3n0637cOcdeC61eyVAnC.jpg,6.277,[]
Transformers: The Last Knight,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.","['Action', 'Adventure', 'Science Fiction']",/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,6.059,[]
The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.","['Horror', 'Mystery', 'Thriller']",/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,7.352,[]
Star Wars: Episode II - Attack of the Clones,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot into the heart of the Separatist movement and the beginning of the Clone Wars.","['Adventure', 'Action', 'Science Fiction']",/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,6.595,[]
The Secret Life of Pets 2,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","['Adventure', 'Animation', 'Comedy', 'Family']",/s9xg4V5EDKiphgIksVJ9gewBM11.jpg,6.948,[]
Blade,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.","['Horror', 'Action']",/oWT70TvbsmQaqyphCZpsnQR7R32.jpg,6.836,[]
Wicked Minds,Holden returns home from college and is surprised to find his overpowering competitive father married to a much younger woman Lana. Holden quickly falls for the beauty and charisma of his step mother. A passionate affair begins between son and stepmother.,"['Mystery', 'Drama', 'Romance', 'Thriller', 'TV Movie']",/A6A15cDR8mpdOxW4y7UzFanzbM0.jpg,6.34,[]
Bring Her Back,"Following the death of their father, a brother and sister are sent to live with a foster mother, only to learn that she is hiding a terrifying secret.",['Horror'],/1Q3GlCXGYWELifxANYZ5OVMRVZl.jpg,7.341,[]
Erotic Ghost Story,"After one thousand years, three vixens transform into humans. They seduce a poor young scholar who soon finds himself in a horrifying situation.","['Fantasy', 'Drama', 'Horror']",/fTUCwsxVoLFuodAtlL6aITP1B45.jpg,6.2,[]
The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,['Comedy'],/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,6.2,[]
Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.","['Crime', 'Thriller']",/A81kDB6a1K86YLlcOtZB27jriJh.jpg,6.828,[]
Titan: The OceanGate Submersible Disaster,OceanGate's Titan tourist submersible imploded in 2023 on a deep-sea dive to the Titanic. This documentary details how a bold vision ended in tragedy.,"['Documentary', 'Drama']",/mSVJI9P5UmvOLZVTH8sAtlgxsgy.jpg,7.049,[]
Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.","['Action', 'Fantasy', 'Horror']",/fYHiA7LPGl9DG7m3DUs0Td1VMcO.jpg,5.876,[]
The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.","['Comedy', 'Drama']",/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,8.028,[]
The Ministry of Ungentlemanly Warfare,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization — the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.","['Action', 'Comedy', 'War']",/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,7.015,[]
The Whisper,"Fleeing from their violent father, siblings Lucía and Adrián take refuge in a remote mansion. With the help of a hidden micro-camera on a cat, Lucía uncovers a terrifying secret: their neighbors are part of a criminal network that kidnaps teenage girls to make snuff films, and they intend to get rid of the siblings. As Lucía fights to protect her brother, she must face a dark family curse that follows them into their newfound sanctuary.",['Horror'],/mm5uTCD55btSNijo7ApFhdeFCGS.jpg,6.9,[]
Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...","['Animation', 'Family', 'Adventure']",/bTvHlcqiOjGa3lFtbrTLTM3zasY.jpg,7.405,[]
Havoc,"When a drug heist swerves lethally out of control, a jaded cop fights his way through a corrupt city's criminal underworld to save a politician's son.","['Action', 'Crime', 'Thriller', 'Drama']",/r46leE6PSzLR3pnVzaxx5Q30yUF.jpg,6.365,[]
Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.","['Romance', 'Comedy', 'Drama']",/8lI9dmz1RH20FAqltkGelY1v4BE.jpg,7.9,[]
Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","['Science Fiction', 'Action', 'Adventure', 'Comedy']",/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,5.927,[]
Con Air,"Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.","['Action', 'Thriller', 'Crime']",/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,6.777,[]
Sambhavam Adhyayam Onnu,"Three Kerala Police officers venture into a mysterious forest on the Kerala-Tamil Nadu border to find a missing officer. They encounter strange time-related phenomena, uncovering the hidden secrets of Velloorkkatt forest.","['Fantasy', 'Thriller', 'Drama']",/tBNSo4T0R8UztkkpjYkzXI4bFAT.jpg,6.167,[]
The Key,"In 1940s Venice, after twenty years' marriage, retired art critic Nino Rolfe and his younger wife Teresa feel their passion waning. To help her shed her inhibitions and rekindle their relationship, the professor records his sexual fantasies in a diary.","['Drama', 'Romance']",/e6g2geNLgFzMbriH6EvSJZD78nx.jpg,5.995,[]
Skyfall,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.","['Action', 'Adventure', 'Thriller']",/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,7.261,[]
Little Man,"After leaving prison, dwarf criminal Calvin Sims joins his moron brother Percy in stealing an expensive huge diamond from a jewelry store for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards' house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.","['Comedy', 'Crime']",/9KzPw1VN0pMBnq1KIqBaLI8LAB7.jpg,5.949,[]
Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.","['Action', 'Science Fiction', 'Adventure']",/xRWht48C2V8XNfzvPehyClOvDni.jpg,7.253,[]
Ekis,"Erik Matti’s classic Ekis gets a bold reboot with an all-girls ensemble led by Angela Morena, Cheena Dizon, and Aliya Raymundo. A crew of female thugs launches a kidnap-for-ransom plot, but when things go wrong, escaping the chaos becomes impossible.",['Drama'],/vuUvGqqGabV422qzjGWPlhRuvN0.jpg,6.2,[]
Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.","['Action', 'Science Fiction', 'Adventure']",/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,6.834,[]
Chal Mera Putt 3,"Chal Mera Putt 3 revolves around the lives of illegal immigrants in UK, their friendship and their constant struggle of finding a home away from home.","['Comedy', 'Drama']",/vhlwENeB4bDPl1YeSiPLNfDAJnz.jpg,6.0,[]
Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.","['Action', 'Science Fiction', 'Adventure']",/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,7.536,[]
Dangal,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.","['Drama', 'Family', 'Comedy']",/jLiA1WW3kL1K9lYfYmVj57RD74N.jpg,7.878,[]
Mission: Impossible - Ghost Protocol,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.","['Action', 'Thriller', 'Adventure']",/eRZTGx7GsiKqPch96k27LK005ZL.jpg,7.114,[]
Infernal Affairs,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.","['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",/qdlwFWn2YdLzw5KHpMpzRY9BI7r.jpg,7.804,[]
Hotel Excelsior,"A mysterious concierge guides us through stories that unfold in the same room over a century. A Jewish businessman celebrates a lonely family festivity with his daughter. A planned suicide leads to a life-changing encounter. An ageing rock band struggles with their image, and a young woman sees a callboy as her big chance for financial independence.","['Comedy', 'Drama']",/oIsFMywtS9MqdpPFtdZ3yJQMU0J.jpg,0.0,[]
Sherlock Holmes,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,"['Adventure', 'Crime', 'Mystery']",/momkKuWburNTqKBF6ez7rvhYVhE.jpg,7.22,[]
Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.","['Adventure', 'Drama']",/iLgRu4hhSr6V1uManX6ukDriiSc.jpg,7.41,[]
American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.","['War', 'Action']",/vJgtfUmZE5i4L12sOryAPuBa04K.jpg,7.413,[]
V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.","['Action', 'Thriller', 'Science Fiction']",/piZOwjyk1g51oPHonc7zaQY3WOv.jpg,7.901,[]
Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Rekall, a virtual vacation company that manufactures memories. When something goes wrong during Quaid's memory implant procedure, his life turns upside down, leading him to question what is reality and what isn't.","['Action', 'Adventure', 'Science Fiction']",/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg,7.321,[]
Dances with Wolves,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","['Adventure', 'Drama', 'Western']",/hw0ZEHAaTqTxSXGVwUFX7uvanSA.jpg,7.843,[]
The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.","['Animation', 'Family']",/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,6.527,[]
Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.","['Fantasy', 'Action', 'Adventure', 'Drama']",/9jSI7saUX9Qz0JLh19jX2ulEwL7.jpg,5.8870000000000005,[]
The Witch,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",['Horror'],/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg,7.002,[]
The Tank,"A German Tiger tank crew is sent on a dangerous mission to rescue the missing officer Paul von Hardenburg from a top-secret bunker behind enemy lines. As they make their way through the lethal no-man's land, they must confront not only the enemy, but also their own fears and inner demons. Fueled by the Wehrmacht's methamphetamine, their mission increasingly becomes a journey into the heart of darkness.","['War', 'Action', 'Drama']",/65Jr1JAgWlu9em8zHhAfrNJJQBt.jpg,7.108,[]
A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.","['Science Fiction', 'Thriller', 'Horror']",/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,7.433,[]
The Sadness,"A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable.","['Horror', 'Thriller']",/mi5lh2brPMzuWYddyUKuCtcnjt1.jpg,6.82,[]
No Hard Feelings,"On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.","['Comedy', 'Romance']",/gD72DhJ7NbfxvtxGiAzLaa0xaoj.jpg,6.675,[]
Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.","['Action', 'Adventure', 'Science Fiction']",/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,6.075,[]
Face/Off,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge.","['Action', 'Crime', 'Science Fiction']",/69Xzn8UdPbVnmqSChKz2RTpoNfB.jpg,7.056,[]
Ghostbusters,"After losing their university jobs, three parapsychologists start a ghost-catching business in New York City and uncover a supernatural threat that could destroy the world.","['Comedy', 'Fantasy']",/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,7.496,[]
The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,"['Drama', 'Mystery', 'Western']",/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,7.756,[]
A Foggy Tale,"Yue's brother was executed by the government. Determined to bring his body back home, Yue goes to Taipei alone and finds help in Chao Kung-tao, a discharged soldier. Two people with no relations become friends in need, embarking on a journey that could cost them their lives.",['Drama'],/nj1QyqHN48Wn66U9JYXIywNX8Nj.jpg,7.4,[]
Conclave,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.","['Drama', 'Thriller']",/vYEyxF1UT779RiEalpMjUT6kfdf.jpg,7.195,[]
How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.","['Animation', 'Family', 'Adventure']",/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,7.751,[]
Harakiri,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.","['Action', 'Drama', 'History']",/3nPwMd3KviJWaHzG9fZCqlwWMas.jpg,8.432,[]
Mulan: Light A fire,"After returning home from war, Mulan discovers her family shattered by corruption and violence. As she investigates the truth behind her brother’s death, she uncovers a vast conspiracy involving corrupt officials and ruthless merchants, forcing her onto a solitary path of vengeance and justice.",['Drama'],/n8zEzmTbuK8auDNlua7C7K5ALDA.jpg,0.0,[]
"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.","['Comedy', 'Drama', 'Romance']",/p4RafgAPk558muOjnBMHhMArjS2.jpg,7.272,[]
Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.","['Comedy', 'Fantasy', 'Horror']",/kKgQzkUCnQmeTPkyIwHly2t6ZFI.jpg,6.934,[]
Sleeping Beauty,"Cursed to die by the evil fairy Maleficent when she was a baby, Princess Aurora is sent into hiding under protection from three good fairies. As she grows up far away, Maleficent becomes increasingly determined to seal the princess's fate.","['Fantasy', 'Animation', 'Romance', 'Family']",/n3pxoMDDxp10c1smgbDzW4bwlzq.jpg,6.946,[]
Charlie's Angels,"The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.","['Action', 'Comedy', 'Adventure']",/iHTmZs0BmkwMCYi8rhvMWC5G4EM.jpg,5.854,[]
Wrong Turn 3: Left for Dead,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.","['Horror', 'Thriller']",/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg,5.7,[]
American Swing,Chronicles the rise and fall of 1970s New York City nightclub Plato's Retreat.,['Documentary'],/d4rfQ9lEq0G1yNUOjHEofXlfk0Z.jpg,5.1,[]
Whisper of the Flesh,A sexually frustrated woman purchases an antique vanity table that becomes an unexpected companion for her erotic fantasies.,"['Drama', 'Fantasy']",/mMakUQEHUJVtKn2RLPdGOYdV8aH.jpg,7.2,[]
Neon Genesis Evangelion: The End of Evangelion,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.","['Animation', 'Science Fiction', 'Drama', 'Fantasy']",/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,8.255,[]
The Croods,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.","['Animation', 'Adventure', 'Family', 'Comedy']",/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg,6.939,[]
婚約者を腹上死させてしまい抜け殻のようなあいりさんと何度も何度も最低なヤケクソ中出しセックスをしたあの日… 希島あいり,,[],/2NIPJRFWnwLQAvqJrpLe7METwPv.jpg,0.0,[]
